NO,Season,NumGame,Team,Result,Rank,1Q,2Q,3Q,4Q,TotScore,2ptS,2ptA,2ptRatio,3ptS,3ptA,3ptRatio,FTS,FTA,FTRatio,RB,AS,ST,BL,FO,FB,TO,PPS,GD,FBP,POT,SCP,BP,MCP,MLM,TL,OFFRTG,DEFRTG,NETRTG,EFGRatio,TSRatio,ASTRatio,ASTTO,ASTRat,OREBRatio,DREBRatio,REBRatio,PACE,TOVRatio,POSS
1634,2021,64,Goyang,win,4,20,15,26,25,86,29,56,51.8,5,16,31.3,13,16,81.3,36,25,10,3,7,2,7,23,1,4,12,18,18,8,4,685,122.8,111.7,11.1,50.7,54.4,73.5,3.6,22.5,41,66.7,52.2,70.6,8.1,70.6
1635,2021,65,Suwon,win,6,24,15,20,32,91,24,41,58.5,11,31,35.5,10,13,76.9,32,21,15,4,14,5,7,22,1,11,23,8,7,11,17,1254,115.6,93.8,21.8,56.3,58.5,60,3,19.9,18.2,70.3,45.7,77.9,8.3,77.9
1636,2021,65,Changwon,lose,10,27,9,14,25,75,23,46,50,8,22,36.4,5,9,55.6,38,19,3,1,14,3,19,18,1,6,4,12,13,7,5,708,93.8,115.6,-21.8,51.5,52.1,61.3,1,17.3,29.7,81.8,54.3,77.9,20.9,77.9
1637,2021,66,Busan,win,1,22,17,25,19,83,25,48,52.1,7,19,36.8,12,18,66.7,37,23,9,3,20,7,8,19,1,15,22,13,16,9,9,1282,122.2,113.2,9,53,55.4,71.9,2.9,21.7,41.7,68.8,54.4,66.8,9.6,66.8
1638,2021,66,Daegu,lose,5,20,21,19,17,77,20,38,52.6,9,22,40.9,10,16,62.5,31,12,4,2,20,1,11,13,2,2,7,18,39,9,7,912,113.2,122.2,-9,55.8,57.4,41.4,1.1,13.3,31.3,58.3,45.6,66.8,14.1,66.8
1639,2021,67,Wonju,win,9,15,23,17,27,82,20,38,52.6,13,25,52,3,4,75,31,17,9,4,14,2,16,14,0,4,15,8,38,12,11,850,112.7,96.8,15.9,62.7,63.3,51.5,1.1,17.4,28.6,71.9,51.7,72.4,19.8,72.4
1640,2021,67,SK,lose,8,14,29,14,16,73,26,45,57.8,5,21,23.8,6,10,60,29,14,12,1,8,8,14,20,0,15,20,6,29,8,8,1289,96.8,112.7,-15.9,50.8,51.8,45.2,1,14.2,28.1,71.4,48.3,72.4,16.6,72.4
1641,2021,68,Ulsan,win,2,24,22,20,23,89,24,43,55.8,9,22,40.9,14,20,70,38,22,6,3,18,3,9,22,3,6,8,16,26,14,19,2217,120.6,101.3,19.3,57.7,60.3,66.7,2.4,21,27.3,69,50.7,72.1,10.9,72.1
1642,2021,68,Changwon,lose,10,20,10,28,16,74,16,44,36.4,10,24,41.7,12,16,75,37,15,6,2,19,3,11,13,0,6,12,12,10,7,2,83,101.3,120.6,-19.3,45.6,49.3,57.7,1.4,14.8,31,72.7,49.3,72.1,12.8,72.1
1643,2021,69,Anyang,lose,3,15,16,20,22,73,15,33,45.5,13,36,36.1,4,5,80,27,16,11,5,13,5,11,12,0,12,19,2,29,6,0,0,95.8,105.9,-10.1,50,51.3,57.1,1.5,16.3,16.2,70,40.3,74.4,13.4,74.4
1644,2021,69,Busan,win,1,28,16,16,21,81,30,53,56.6,5,17,29.4,6,8,75,40,20,6,2,13,4,12,26,0,8,10,16,14,7,15,2379,105.9,95.8,10.1,53.6,55.1,57.1,1.7,19,30,83.8,59.7,74.4,14,74.4
1645,2021,70,Suwon,win,6,13,19,18,16,66,21,37,56.8,7,27,25.9,3,7,42.9,36,20,4,4,13,2,9,16,1,4,7,9,15,10,11,1180,99.9,90.3,9.5,49.2,49.2,71.4,2.2,20.8,29.4,63.4,48,63.3,11.8,63.3
1646,2021,70,Samsung,lose,7,18,9,20,11,58,14,35,40,9,31,29,3,5,60,39,11,6,2,17,0,11,11,0,0,3,17,20,5,7,928,90.3,99.9,-9.5,41.7,42.5,47.8,1,12.2,36.6,70.6,52,63.3,13.9,63.3
1647,2021,71,Daegu,lose,5,20,10,25,8,63,20,45,44.4,5,15,33.3,8,8,100,34,17,6,4,13,3,14,16,0,6,6,6,15,5,9,1751,90.6,95.2,-4.6,45.8,49.6,68,1.2,18,26.7,61.9,47.2,67.1,18.1,67.1
1648,2021,71,Goyang,win,4,13,14,23,18,68,23,50,46,7,30,23.3,1,1,100,38,15,11,10,12,1,7,17,0,2,17,23,27,7,7,310,95.2,90.6,4.6,41.9,42.3,50,2.1,14.6,38.1,73.3,52.8,67.1,8,67.1
1649,2021,72,Changwon,win,10,15,19,16,23,73,16,37,43.2,9,23,39.1,14,21,66.7,33,18,7,5,11,6,12,12,0,13,9,10,36,8,5,530,101.1,88.7,12.3,49.2,52.7,72,1.5,18.1,23.7,72.7,46.5,73.1,14.8,73.1
1650,2021,72,Busan,lose,1,19,18,15,16,68,22,48,45.8,7,18,38.9,3,6,50,38,12,6,8,19,6,17,20,0,12,8,14,11,8,6,1224,88.7,101.1,-12.3,49.2,49.5,41.4,0.7,12.3,27.3,76.3,53.5,73.1,19.9,73.1
1651,2021,73,Samsung,win,7,20,22,25,17,84,20,50,40,12,21,57.1,8,11,72.7,38,18,8,6,20,4,9,19,0,9,11,14,44,7,24,2289,112.2,84.8,27.5,53.5,55.4,56.3,2,17.5,27,75.7,51.4,73.6,10.6,73.6
1652,2021,73,SK,lose,8,9,21,14,21,65,20,45,44.4,3,19,15.8,16,22,72.7,36,16,7,4,17,7,12,18,0,16,11,10,22,7,0,0,84.8,112.2,-27.5,38.3,44.1,69.6,1.3,15.7,24.3,73,48.6,73.6,14,73.6
1653,2021,74,Wonju,lose,9,24,20,20,17,81,22,43,51.2,8,29,27.6,13,22,59.1,33,17,5,1,15,2,16,16,2,5,14,17,43,8,3,94,96.8,113.1,-16.3,47.2,49.6,56.7,1.1,14.8,38.9,82.6,55.9,78,16.4,78
1654,2021,74,Suwon,win,6,27,19,28,14,88,27,42,64.3,8,18,44.4,10,11,90.9,26,20,11,2,22,3,17,24,1,6,16,5,16,8,13,2204,113.1,96.8,16.3,65,67.9,57.1,1.2,19.6,17.4,61.1,44.1,78,20.8,78
1655,2021,75,Ulsan,win,2,13,18,17,31,79,23,42,54.8,7,21,33.3,12,17,70.6,33,19,6,4,18,2,9,19,0,4,18,16,45,8,17,566,112.1,91.2,20.9,53.2,56,63.3,2.1,19.3,30,54.5,44.6,67.7,11.3,67.7
1656,2021,75,Daegu,lose,5,16,22,10,16,64,21,52,40.4,4,19,21.1,10,14,71.4,41,15,8,5,15,1,13,14,0,3,10,22,31,6,12,1535,91.2,112.1,-20.9,38,41.5,60,1.2,14.3,45.5,70,55.4,67.7,14.4,67.7
1657,2021,76,SK,win,8,19,28,24,16,87,28,49,57.1,6,20,30,13,16,81.3,35,21,6,2,20,8,12,26,1,16,20,14,41,9,19,1958,111.5,109.7,1.8,53.6,57.2,61.8,1.8,19.3,31.3,83.3,56.5,75.5,13.6,75.5
1658,2021,76,Changwon,lose,10,19,19,16,30,84,21,40,52.5,10,23,43.5,12,15,80,27,18,8,1,14,5,12,16,2,11,13,5,21,17,3,234,109.7,111.5,-1.8,57.1,60.3,58.1,1.5,18.1,16.7,68.8,43.5,75.5,14.7,75.5
1659,2021,77,Goyang,win,4,24,16,14,18,72,23,46,50,5,20,25,11,16,68.8,43,19,8,4,11,3,13,18,2,6,16,12,18,8,10,2175,94.7,87.5,7.2,46.2,49.3,67.9,1.5,18.1,25,73.3,50.6,75.2,15.1,75.2
1660,2021,77,Ulsan,lose,2,19,14,18,16,67,15,48,31.3,9,21,42.9,10,15,66.7,42,13,9,1,18,3,13,14,0,6,5,14,25,11,3,137,87.5,94.7,-7.2,41.3,44.3,54.2,1,12.8,26.7,75,49.4,75.2,14.7,75.2
1661,2021,78,Daegu,lose,5,27,22,17,16,82,14,32,43.8,13,25,52,15,20,75,29,15,5,2,20,1,16,9,0,3,11,11,25,11,8,818,111.1,129.1,-18,58.8,62.3,55.6,0.9,15.5,26.7,77.8,50.9,71,19.6,71
1662,2021,78,Anyang,win,3,24,19,28,20,91,25,35,71.4,10,26,38.5,11,17,64.7,28,18,13,3,22,10,8,21,2,19,21,5,36,11,14,1268,129.1,111.1,18,65.6,66.4,51.4,2.3,19.1,22.2,73.3,49.1,71,10.5,71
1663,2021,79,Suwon,win,6,20,17,20,29,86,28,45,62.2,7,20,35,9,9,100,28,14,8,2,16,5,10,26,0,10,10,4,25,8,13,1340,116.3,106.2,10,59.2,62.4,40,1.4,15.1,18.5,76.7,49.1,71.7,12.7,71.7
1664,2021,79,Ulsan,lose,2,21,18,14,24,77,25,46,54.3,5,16,31.3,12,17,70.6,29,16,7,1,12,2,10,21,0,4,4,6,23,6,5,604,106.2,116.3,-10,52.4,55.4,53.3,1.6,16.8,23.3,81.5,50.9,71.7,12.6,71.7
1665,2021,80,Changwon,win,10,22,26,24,19,91,23,41,56.1,11,30,36.7,12,14,85.7,30,21,8,1,19,5,11,18,0,12,10,12,34,11,8,1156,116.4,114.9,1.6,55.6,59,61.8,1.9,19.2,28.6,66.7,46.2,75.7,12.5,75.7
1666,2021,80,Wonju,lose,9,27,19,25,19,90,19,40,47.5,13,27,48.1,13,19,68.4,35,12,5,1,19,2,13,18,2,4,14,18,38,8,7,1066,114.9,116.4,-1.6,57.5,59.7,37.5,0.9,12,33.3,71.4,53.8,75.7,14.7,75.7
1667,2021,81,Samsung,win,7,20,24,16,23,83,20,38,52.6,9,26,34.6,16,25,64,29,14,7,5,21,0,6,19,0,0,14,18,29,9,10,1170,120.3,112.6,7.7,52.3,55.3,48.3,2.3,14.7,33.3,63,46,67.4,7.4,67.4
1668,2021,81,Busan,lose,1,19,25,22,13,79,29,44,65.9,4,20,20,9,14,64.3,34,16,2,2,20,3,10,23,1,6,6,9,18,8,9,1017,112.6,120.3,-7.7,54.7,56.3,48.5,1.6,16.6,37,66.7,54,67.4,12.5,67.4
1669,2021,82,SK,lose,8,18,19,20,21,78,24,44,54.5,6,28,21.4,12,17,70.6,36,18,6,2,16,10,7,23,0,20,3,9,16,5,2,141,102,129.8,-27.8,45.8,49.1,60,2.6,17.2,25,70.3,46.8,73.9,8.1,73.9
1670,2021,82,Goyang,win,4,22,27,27,20,96,25,45,55.6,13,29,44.8,7,9,77.8,41,22,3,4,19,5,7,20,1,10,8,14,36,6,22,2060,129.8,102,27.8,60.1,61.6,57.9,3.1,20.6,29.7,75,53.2,73.9,8.2,73.9
1671,2021,83,Changwon,lose,10,13,26,15,11,65,12,40,30,8,23,34.8,17,21,81,33,16,4,1,18,4,13,11,2,8,8,6,45,8,0,0,83.1,103.9,-20.8,38.1,45,80,1.2,15.8,20,66.7,44.6,72.3,15.3,72.3
1672,2021,83,Anyang,win,3,25,20,12,17,74,18,37,48.6,8,28,28.6,14,21,66.7,41,17,10,8,20,7,10,15,1,14,12,12,26,14,17,2207,103.9,83.1,20.8,46.2,49.8,65.4,1.7,16.8,33.3,80,55.4,72.3,11.9,72.3
1673,2021,84,Ulsan,win,2,18,32,22,23,95,29,49,59.2,7,23,30.4,16,19,84.2,41,18,5,5,17,1,12,23,0,2,2,25,50,10,17,2166,121.2,115.4,5.8,54.9,59.1,50,1.5,16.3,45.2,81.8,64.1,73.6,13,73.6
1674,2021,84,Samsung,lose,7,14,20,33,19,86,21,41,51.2,13,30,43.3,5,8,62.5,23,16,8,3,22,4,6,18,0,8,19,7,64,8,2,50,115.4,121.2,-5.8,57,57.7,47.1,2.7,16.6,18.2,54.8,35.9,73.6,7.5,73.6
1675,2021,85,Daegu,lose,5,15,15,29,15,74,25,53,47.2,6,21,28.6,6,11,54.5,33,19,9,4,16,3,6,23,1,6,13,13,18,8,5,365,98.9,105.9,-7.1,45.9,46.9,61.3,3.2,18.3,23.8,69.7,44,74.1,7.1,74.1
1676,2021,85,Suwon,win,6,16,22,25,19,82,26,46,56.5,7,25,28,9,10,90,42,20,4,3,19,5,12,24,0,10,16,11,28,8,14,1999,105.9,98.9,7.1,51.4,54.4,60.6,1.7,18.6,30.3,76.2,56,74.1,13.7,74.1
1677,2021,86,Busan,lose,1,26,20,27,15,92,26,51,51,11,29,37.9,7,11,63.6,39,17,5,4,14,3,10,24,0,6,6,20,24,11,12,1925,111.1,124.8,-13.7,53.1,54.2,45.9,1.7,15.2,30.8,67.5,49.4,78.1,10.5,78.1
1678,2021,86,Wonju,win,9,17,23,24,24,97,21,41,51.2,15,36,41.7,10,13,76.9,40,20,7,6,17,6,8,15,0,15,11,9,58,9,5,601,124.8,111.1,13.7,56.5,58.6,55.6,2.5,18.1,32.5,69.2,50.6,78.1,8.8,78.1
1679,2021,87,SK,lose,8,15,17,20,16,68,20,48,41.7,7,22,31.8,7,11,63.6,40,13,5,2,15,2,18,17,0,4,9,12,34,8,0,0,89.7,118.3,-28.6,43.6,45.4,48.1,0.7,12.3,39.5,67.6,51.9,71.2,19.4,71.2
1680,2021,87,Anyang,win,3,19,25,23,16,83,23,41,56.1,8,26,30.8,13,14,92.9,37,21,12,8,16,2,8,19,0,5,18,8,25,7,21,2307,118.3,89.7,28.6,52.2,56.7,67.7,2.6,20.6,32.4,60.5,48.1,71.2,9.9,71.2
1681,2021,88,Changwon,win,10,20,18,20,25,83,14,30,46.7,11,29,37.9,22,26,84.6,37,9,5,0,24,3,11,8,2,7,11,13,49,6,14,2339,114.6,106.2,8.4,51.7,58.9,36,0.8,10,32.1,71.8,55.2,70.2,13.5,70.2
1682,2021,88,Daegu,lose,5,10,17,25,26,78,19,43,44.2,7,22,31.8,19,26,73.1,30,13,7,2,22,5,8,13,2,10,16,20,43,7,2,26,106.2,114.6,-8.4,45.4,51,50,1.6,13.3,28.2,67.9,44.8,70.2,9.5,70.2
1683,2021,89,Busan,win,1,17,13,16,24,70,19,45,42.2,10,18,55.6,2,2,100,36,19,7,4,10,6,13,15,1,12,6,6,24,12,16,1813,106.3,84.4,21.9,54,54.8,65.5,1.5,19.8,36.7,65.8,52.9,64.3,16.9,64.3
1684,2021,89,Goyang,lose,4,18,4,18,18,58,17,47,36.2,7,22,31.8,3,4,75,32,16,9,4,9,3,11,10,0,7,8,7,23,11,3,307,84.4,106.3,-21.9,39.9,41,66.7,1.5,16.4,34.2,63.3,47.1,64.3,13.5,64.3
1685,2021,90,Anyang,win,3,27,25,15,22,89,26,42,61.9,7,14,50,16,24,66.7,23,28,10,6,13,8,9,16,0,16,17,4,30,13,21,2231,126.1,110.6,15.5,65.2,66.9,84.8,3.1,27,20,54.5,39.7,70.9,11.9,70.9
1686,2021,90,Ulsan,lose,2,20,21,22,21,84,22,47,46.8,9,21,42.9,13,18,72.2,35,19,7,1,18,4,15,18,0,7,9,22,30,8,2,33,110.6,126.1,-15.5,52.2,55.3,61.3,1.3,17.3,45.5,80,60.3,70.9,16.5,70.9
1687,2021,91,Daegu,win,5,23,28,8,23,97,21,52,40.4,9,22,40.9,28,35,80,37,18,11,1,15,3,4,15,1,5,14,6,45,9,15,1906,117.7,113.5,4.3,46.6,54.3,60,4.5,16.2,28.2,72.2,49.3,79,4.3,79
1688,2021,91,Wonju,lose,9,21,15,28,18,92,19,35,54.3,16,39,41,6,7,85.7,38,18,1,6,27,2,14,15,0,5,3,16,50,11,5,354,113.5,117.7,-4.3,58.1,59.7,51.4,1.3,16.5,27.8,71.8,50.7,79,15.4,79
1689,2021,92,Goyang,win,4,19,17,18,21,75,29,44,65.9,3,24,12.5,8,10,80,40,19,6,7,17,1,14,19,0,2,16,14,30,10,7,1713,99.5,89.9,9.5,49.3,51.8,59.4,1.4,18,31.4,82.9,57.1,74.9,16.2,74.9
1690,2021,92,SK,lose,8,19,14,16,21,70,25,51,49,4,19,21.1,8,11,72.7,30,15,8,3,16,9,9,22,3,19,14,6,10,8,6,548,89.9,99.5,-9.5,44.3,46.8,51.7,1.7,15.2,17.1,68.6,42.9,74.9,10.7,74.9
1691,2021,93,Changwon,lose,10,19,29,23,17,88,18,31,58.1,14,34,41.2,10,14,71.4,25,20,10,4,11,3,11,13,1,6,16,6,54,10,6,679,115.5,130.7,-15.1,60,61.8,62.5,1.8,19.6,18.8,65.5,41,74.3,13.4,74.3
1692,2021,93,Suwon,win,6,29,18,20,31,98,28,48,58.3,14,25,56,0,0,0,36,22,5,1,16,5,12,24,1,10,16,13,9,9,15,1518,130.7,115.5,15.1,67.1,67.1,52.4,1.8,20.6,34.5,81.3,59,74.3,14.1,74.3
1693,2021,94,Ulsan,lose,2,14,18,22,16,70,24,45,53.3,4,20,20,10,18,55.6,40,20,4,2,17,5,13,19,1,9,6,17,34,10,2,134,96,99.2,-3.2,46.2,48,71.4,1.5,18.9,36.1,67.5,52.6,70,15.1,70
1694,2021,94,Samsung,win,7,19,22,19,11,71,20,46,43.5,6,23,26.1,13,15,86.7,36,15,10,4,20,5,9,17,0,10,15,7,35,12,11,2061,99.2,96,3.2,42,47,57.7,1.7,15.1,32.5,63.9,47.4,70,10.6,70
1695,2021,95,Anyang,win,3,15,25,19,24,83,28,42,66.7,7,23,30.4,6,13,46.2,32,18,7,6,15,3,9,18,1,4,13,14,46,15,11,1059,119,109.8,9.2,59.2,58.7,51.4,2,18.4,29.4,75.9,50.8,70.1,11.3,70.1
1696,2021,95,Busan,lose,1,26,12,20,21,79,22,39,56.4,8,21,38.1,11,18,61.1,31,19,5,1,15,3,11,19,3,7,11,8,16,7,13,1134,109.8,119,-9.2,56.7,58.2,63.3,1.7,19.4,24.1,70.6,49.2,70.1,13.9,70.1
1697,2021,96,Changwon,win,10,22,14,32,17,85,23,51,45.1,7,16,43.8,18,24,75,41,20,8,1,17,4,12,16,0,7,14,12,28,8,10,1509,111,97.9,13.1,50,54.8,66.7,1.7,18.3,36.1,80,57.7,75.2,13.4,75.2
1698,2021,96,SK,lose,8,19,18,25,14,76,24,46,52.2,6,21,28.6,10,15,66.7,30,12,8,3,19,4,11,18,1,8,11,8,40,7,5,600,97.9,111,-13.1,49.3,51.6,40,1.1,12.4,20,63.9,42.3,75.2,13,75.2
1699,2021,97,Wonju,lose,9,20,16,12,17,65,19,44,43.2,7,24,29.2,6,10,60,31,14,6,1,19,3,15,16,0,6,5,11,31,4,3,236,85.1,118.2,-33.1,43.4,44.9,53.8,0.9,13.8,30.6,80,50.8,73.3,17.2,73.3
1700,2021,97,Goyang,win,4,25,17,23,24,89,31,54,57.4,6,13,46.2,9,12,75,30,24,12,5,11,1,8,21,1,2,13,6,25,9,26,2132,118.2,85.1,33.1,59.7,61.6,64.9,3,23,20,69.4,49.2,73.3,10,73.3
1701,2021,98,Suwon,lose,6,18,18,25,21,82,18,41,43.9,12,34,35.3,10,15,66.7,40,20,5,0,22,4,10,15,1,9,8,9,33,8,7,591,104.3,111.3,-7,48,50.2,66.7,2,17.9,30.2,81.8,52.6,76.4,10.9,76.4
1702,2021,98,Daegu,win,5,24,19,23,20,86,25,43,58.1,8,21,38.1,12,21,57.1,36,13,8,3,21,3,10,19,0,6,12,4,38,13,11,1701,111.3,104.3,7,57.8,58.7,39.4,1.3,13.5,18.2,69.8,47.4,76.4,12,76.4
1703,2021,99,Busan,win,1,21,21,20,29,91,25,44,56.8,7,18,38.9,20,25,80,41,19,10,4,18,5,15,21,0,12,10,15,47,13,31,2201,118.2,93.4,24.8,57.3,62.3,59.4,1.3,17.8,35.5,83.3,61.2,75.8,17,75.8
1704,2021,99,Samsung,lose,7,8,11,15,38,72,18,40,45,7,20,35,15,23,65.2,26,13,7,1,20,3,13,16,0,5,16,4,29,6,2,21,93.4,118.2,-24.8,47.5,51.3,52,1,13.5,16.7,64.5,38.8,75.8,15.6,75.8
1705,2021,100,Goyang,lose,4,14,7,19,20,60,20,43,46.5,5,17,29.4,5,7,71.4,35,17,7,8,16,3,19,14,0,6,5,4,29,9,4,219,83.2,84.3,-1.1,45.8,47.6,68,0.9,17.2,30.3,71.4,51.5,69.9,23.1,69.9
1706,2021,100,Anyang,win,3,14,25,10,12,61,22,50,44,5,19,26.3,2,3,66.7,33,13,13,2,13,6,12,12,2,12,19,8,22,11,18,2026,84.3,83.2,1.1,42.8,43.4,48.1,1.1,13.6,28.6,69.7,48.5,69.9,14.6,69.9
1707,2021,101,Ulsan,win,2,17,16,21,23,77,26,45,57.8,6,26,23.1,7,14,50,34,19,8,1,19,7,8,21,0,14,17,8,17,9,7,1152,106.7,107.4,-0.7,49.3,49.9,59.4,2.4,18.2,34.2,75,51.5,68.9,9.4,68.9
1708,2021,101,Daegu,lose,5,16,15,22,21,74,20,40,50,7,16,43.8,13,18,72.2,32,16,4,2,21,2,12,15,0,5,5,7,24,10,9,1054,107.4,106.7,0.7,54.5,57.9,59.3,1.3,17.4,25,65.8,48.5,68.9,15.8,68.9
1709,2021,102,Wonju,win,9,18,22,16,22,78,22,43,51.2,10,25,40,4,6,66.7,34,14,9,3,15,4,11,15,0,8,17,14,43,11,11,1821,108.9,91.3,17.6,54.4,55.2,43.8,1.3,14.6,33.3,72.7,54,69.4,13.5,69.4
1710,2021,102,Changwon,lose,10,21,14,20,12,67,14,37,37.8,10,27,37,9,10,90,29,15,4,4,14,6,14,12,0,13,4,12,11,10,5,410,91.3,108.9,-17.6,45.3,49,62.5,1.1,15.4,27.3,66.7,46,69.4,17,69.4
1711,2021,103,Anyang,lose,3,21,22,13,25,81,23,38,60.5,9,30,30,8,11,72.7,30,18,5,3,11,3,11,16,2,6,18,12,37,11,6,279,106.8,118.1,-11.3,53.7,55.6,56.3,1.6,17.7,24.2,66.7,45.5,72.3,13.1,72.3
1712,2021,103,Samsung,win,7,22,18,32,13,85,27,49,55.1,9,21,42.9,4,9,44.4,36,17,4,2,14,2,9,23,0,4,9,17,26,10,17,1930,118.1,106.8,11.3,57.9,57.5,47.2,1.9,17,33.3,75.8,54.5,72.3,10.8,72.3
1713,2021,104,Ulsan,win,2,24,19,20,26,89,25,43,58.1,7,22,31.8,18,27,66.7,38,19,4,5,21,4,15,18,1,9,13,21,27,8,14,1847,111.4,112.2,-0.7,54.6,57.9,59.4,1.3,17.1,34.3,65,50.7,76.8,16.3,76.8
1714,2021,104,SK,lose,8,14,19,31,22,86,27,56,48.2,5,16,31.3,17,22,77.3,37,12,11,3,22,6,9,23,1,12,16,16,30,8,5,254,112.2,111.4,0.7,47.9,52.6,37.5,1.3,11.7,35,65.7,49.3,76.8,9.9,76.8
1715,2021,105,Busan,win,1,19,19,16,21,75,26,53,49.1,5,18,27.8,8,9,88.9,40,13,9,1,13,4,10,24,0,9,19,18,22,8,7,1508,104.2,98.2,6,47.2,50,41.9,1.3,13.3,37.1,73,55.6,69.5,11.8,69.5
1716,2021,105,Suwon,lose,6,22,11,16,21,70,24,44,54.5,5,21,23.8,7,12,58.3,32,13,4,4,13,1,11,20,0,2,8,13,12,7,6,519,98.2,104.2,-6,48.5,49.8,44.8,1.2,13.8,27,62.9,44.4,69.5,13.5,69.5
1717,2021,106,Anyang,lose,3,12,14,20,24,70,17,35,48.6,9,35,25.7,9,11,81.8,31,13,9,3,19,9,13,12,2,23,10,10,26,12,0,0,88.8,116.3,-27.6,43.6,46.8,50,1,12.9,23.7,73.3,45.6,76.3,14.8,76.3
1718,2021,106,SK,win,8,20,23,26,21,90,24,42,57.1,9,20,45,15,19,78.9,37,17,8,2,17,5,15,21,1,11,7,7,37,13,26,2294,116.3,88.8,27.6,60.5,64,51.5,1.1,16.6,26.7,76.3,54.4,76.3,17.6,76.3
1719,2021,107,Daegu,lose,5,13,12,20,15,60,17,36,47.2,7,26,26.9,5,7,71.4,29,14,12,4,18,1,14,10,1,2,5,11,17,8,4,521,86.9,87.7,-0.8,44.4,46.1,58.3,1,15,30.3,59.4,44.6,66.7,17.7,66.7
1720,2021,107,Samsung,win,7,18,13,15,17,63,20,47,42.6,5,18,27.8,8,11,72.7,36,8,12,1,16,4,15,13,1,9,9,18,25,10,10,1702,87.7,86.9,0.8,42.3,45.1,32,0.5,8.6,40.6,69.7,55.4,66.7,17.7,66.7
1721,2021,108,Suwon,win,6,25,19,25,18,87,31,59,52.5,5,16,31.3,10,14,71.4,34,17,5,3,15,5,6,29,0,8,6,11,5,9,13,2164,109.9,108.6,1.3,51.3,53.6,47.2,2.8,16.3,25,65,47.2,75.4,6.9,75.4
1722,2021,108,Ulsan,lose,2,16,23,25,19,83,33,61,54.1,4,17,23.5,5,10,50,38,17,4,5,17,3,8,28,0,6,8,15,15,8,4,150,108.6,109.9,-1.3,50,50.4,45.9,2.1,15.8,35,75,52.8,75.4,8.8,75.4
1723,2021,109,Busan,win,1,19,23,20,16,78,23,39,59,7,21,33.3,11,14,78.6,48,23,8,3,15,4,20,20,0,8,13,10,32,12,28,2103,101.1,65.5,35.6,55.8,58.9,76.7,1.1,21.1,32.1,84.8,64.9,76.7,23.2,76.7
1724,2021,109,Wonju,lose,9,18,8,13,13,52,14,40,35,6,29,20.7,6,10,60,26,9,12,3,18,1,13,10,3,2,19,4,32,8,3,104,65.5,101.1,-35.6,33.3,35.4,45,0.7,9.4,15.2,67.9,35.1,76.7,15,76.7
1725,2021,110,Changwon,lose,10,16,24,21,11,72,18,44,40.9,8,24,33.3,12,13,92.3,34,16,2,3,18,2,9,16,1,4,5,14,41,7,2,34,107.9,130.7,-22.8,44.1,48.8,61.5,1.8,16.2,44.4,72,55.7,64.8,10.9,64.8
1726,2021,110,Goyang,win,4,19,23,29,19,90,34,53,64.2,4,12,33.3,10,11,90.9,27,21,6,2,16,3,6,26,1,8,17,10,38,10,18,2167,130.7,107.9,22.8,61.5,64.4,55.3,3.5,21.7,28,55.6,44.3,64.8,7.9,64.8
1727,2021,111,Busan,win,1,19,20,28,28,95,26,50,52,12,27,44.4,7,10,70,48,27,5,4,15,3,13,23,3,6,10,24,39,8,25,1890,122.7,90.3,32.4,57.1,58.4,71.1,2.1,22.2,44.7,72.1,59.3,75.3,13.8,75.3
1728,2021,111,SK,lose,8,13,26,15,16,70,21,43,48.8,6,29,20.7,10,17,58.8,33,8,9,4,19,3,10,21,0,6,12,12,29,7,4,330,90.3,122.7,-32.4,41.7,44,29.6,0.8,8.2,27.9,55.3,40.7,75.3,11.2,75.3
1729,2021,112,Anyang,win,3,31,20,22,18,91,25,41,61,12,33,36.4,5,6,83.3,35,19,6,7,14,8,9,21,2,18,15,15,26,8,9,1746,121.9,115.6,6.3,58.1,59.4,51.4,2.1,18.2,31.4,60,46.7,72.5,10.5,72.5
1730,2021,112,Ulsan,lose,2,22,30,18,16,86,22,48,45.8,12,28,42.9,6,10,60,40,22,3,2,14,5,10,19,0,11,9,20,40,7,6,561,115.6,121.9,-6.3,52.6,53.5,64.7,2.2,19.6,40,68.6,53.3,72.5,11.1,72.5
1731,2021,113,Daegu,win,5,17,25,21,26,89,23,47,48.9,10,21,47.6,13,17,76.5,36,16,8,2,19,1,9,17,1,2,5,17,31,11,17,1836,119.5,100.9,18.6,55.9,59,48.5,1.8,15.9,32.3,78.8,56.3,70.3,10.7,70.3
1732,2021,113,Changwon,lose,10,17,18,20,17,72,13,33,39.4,10,28,35.7,16,19,84.2,28,14,6,1,21,1,9,11,0,2,9,5,31,8,4,368,100.9,119.5,-18.6,45.9,51.9,60.9,1.6,15.2,21.2,67.7,43.8,70.3,11.5,70.3
1733,2021,114,Goyang,lose,4,12,21,13,26,72,21,44,47.7,7,21,33.3,9,10,90,35,15,5,3,16,7,13,17,1,14,8,7,38,6,0,0,99.4,112.3,-12.8,48.5,51.9,53.6,1.2,15.4,26.3,67.6,46.7,72.3,15.8,72.3
1734,2021,114,Busan,win,1,23,20,18,24,85,25,50,50,8,24,33.3,11,13,84.6,40,24,10,0,18,9,8,20,0,18,10,14,35,12,19,2273,112.3,99.4,12.8,50,53.3,72.7,3,21.5,32.4,73.7,53.3,72.3,9.1,72.3
